make,model,year_range,skus,search_query,images_saved,image_files,status,folder
TOYOTA,HILUX/FORTUNER - AUTO,2015,FEA173 (22-987); AJ-TY-078 (22-987),2015 TOYOTA HILUX/FORTUNER - AUTO dashboard interior OEM,5,dashboard_01_b427d25b.jpg; dashboard_02_fa493a31.png; dashboard_03_b979b37f.jpg; dashboard_04_7e022ed3.jpg; dashboard_05_e47f52f2.jpg,SUCCESS,dashboards/TOYOTA/HILUXFORTUNER_-_AUTO_2015
TOYOTA,LANDCRUISER 79,2015,AJ-TY-122; FEA175,2015 TOYOTA LANDCRUISER 79 dashboard interior OEM,5,dashboard_01_574b0ab5.jpg; dashboard_02_8386140a.jpg; dashboard_03_9108a3fa.jpg; dashboard_04_3f408305.jpg; dashboard_05_1dee315f.jpg,SUCCESS,dashboards/TOYOTA/LANDCRUISER_79_2015
TOYOTA,LANDCRUISER 79,2024,FEA176; FEA176,2024 TOYOTA LANDCRUISER 79 dashboard interior OEM,5,dashboard_01_facd4a06.jpg; dashboard_02_8386140a.jpg; dashboard_03_ba672058.jpg; dashboard_04_479aabc8.jpg; dashboard_05_9108a3fa.jpg,SUCCESS,dashboards/TOYOTA/LANDCRUISER_79_2024
TOYOTA,LANDCRUISER PRADO,,YE-TO057 (11-339); FEA307 (22-025); AJ-TY-TK0307 (22-025), TOYOTA LANDCRUISER PRADO dashboard interior OEM,5,dashboard_01_93716962.jpg; dashboard_02_0bd947cc.jpg; dashboard_03_b0335739.jpg; dashboard_04_77cdca81.jpg; dashboard_05_3cb48658.jpg,SUCCESS,dashboards/TOYOTA/LANDCRUISER_PRADO_
TOYOTA,LANDCRUISER PRADO,2009,FEA292 (22-002); FEA179 (22-002),2009 TOYOTA LANDCRUISER PRADO dashboard interior OEM,5,dashboard_01_f6a05c10.jpg; dashboard_02_da230874.jpg; dashboard_03_74eb18a8.jpg; dashboard_04_8b01cf4c.jpg; dashboard_05_e047ef01.jpg,SUCCESS,dashboards/TOYOTA/LANDCRUISER_PRADO_2009
TOYOTA,LANDCRUISER VXR,2003,FEA657; AJ-TY-TK0657,2003 TOYOTA LANDCRUISER VXR dashboard interior OEM,5,dashboard_01_a1b91406.jpg; dashboard_02_1891e3ba.jpg; dashboard_03_1e185f3b.jpg; dashboard_04_48225dcf.jpg; dashboard_05_ed92d48b.jpg,SUCCESS,dashboards/TOYOTA/LANDCRUISER_VXR_2003
TOYOTA,QUANTUM,,FA-QUANTUM, TOYOTA QUANTUM dashboard interior OEM,5,dashboard_01_42c7c484.jpg; dashboard_02_227c41fa.jpg; dashboard_03_94ee86f0.png; dashboard_04_3f579014.jpg; dashboard_05_1828e932.jpg,SUCCESS,dashboards/TOYOTA/QUANTUM_
TOYOTA,QUANTUM +,,FEA182, TOYOTA QUANTUM + dashboard interior OEM,5,dashboard_01_5fa1c4d1.jpg; dashboard_02_c23954fe.jpg; dashboard_03_48ab12c2.jpg; dashboard_04_b5451334.jpg; dashboard_05_18a9569f.jpg,SUCCESS,dashboards/TOYOTA/QUANTUM_
TOYOTA,RAV4,2012,FEA183 (22-978); FEA530 (22-978),2012 TOYOTA RAV4 dashboard interior OEM,5,dashboard_01_5c5f0001.jpg; dashboard_02_e66c3812.jpg; dashboard_03_927966e1.jpg; dashboard_04_26ab85bc.jpg; dashboard_05_f9ca1fa0.jpg,SUCCESS,dashboards/TOYOTA/RAV4_2012
TOYOTA,RAV4,2013-2017,"AJ-TY-TK0435 (11-343 9"")",2013 TOYOTA RAV4 dashboard interior OEM,5,dashboard_01_fd62bec3.jpg; dashboard_02_251bff25.jpg; dashboard_03_f969374c.jpg; dashboard_04_0d396dbb.png; dashboard_05_3ca991ec.jpg,SUCCESS,dashboards/TOYOTA/RAV4_2013-2017
TOYOTA,RAV4,2016,"FEA435 (11-343 9"")",2016 TOYOTA RAV4 dashboard interior OEM,5,dashboard_01_55414434.jpg; dashboard_02_85228255.jpg; dashboard_03_b00aea5c.jpg; dashboard_04_0d396dbb.png; dashboard_05_c67968a8.png,SUCCESS,dashboards/TOYOTA/RAV4_2016
TOYOTA,RAV4,2019,BN-25K9722 (11-343),2019 TOYOTA RAV4 dashboard interior OEM,5,dashboard_01_84e6913b.jpg; dashboard_02_77d6e41f.jpg; dashboard_03_1ecc213a.jpg; dashboard_04_e7ed9ab4.jpg; dashboard_05_aec85218.jpg,SUCCESS,dashboards/TOYOTA/RAV4_2019
TOYOTA,VERSO,2009-2018,"FA-YE-TO054 (11-171); FEA975 (11-171 9"")",2009 TOYOTA VERSO dashboard interior OEM,5,dashboard_01_895eca8b.jpg; dashboard_02_c132dd44.jpg; dashboard_03_d276309d.jpg; dashboard_04_1de5dc49.jpg; dashboard_05_fef4bf3d.jpg,SUCCESS,dashboards/TOYOTA/VERSO_2009-2018
TOYOTA,YARIS,,"FEA188 (11-793 9""); FEA784 (11-793 9""); AJ-TY-TK0784 (11-793 9"")", TOYOTA YARIS dashboard interior OEM,5,dashboard_01_0c616777.jpg; dashboard_02_a5b79c87.jpg; dashboard_03_160b2019.jpg; dashboard_04_ecb8cc74.jpg; dashboard_05_3e9bcb24.jpg,SUCCESS,dashboards/TOYOTA/YARIS_
TOYOTA,YARIS,2014,"AJ-TY-TK0635A (11-342 9"")",2014 TOYOTA YARIS dashboard interior OEM,5,dashboard_01_23c7b5d0.jpg; dashboard_02_0c616777.jpg; dashboard_03_a5b79c87.jpg; dashboard_04_57ad71d6.jpg; dashboard_05_19971bed.jpg,SUCCESS,dashboards/TOYOTA/YARIS_2014
TOYOTA,YARIS 7,2014,"FEA635 (11-342 9""); FA-FEA635 (11-342 9"")",2014 TOYOTA YARIS 7 dashboard interior OEM,5,dashboard_01_0c616777.jpg; dashboard_02_57ad71d6.jpg; dashboard_03_a5b79c87.jpg; dashboard_04_ecb8cc74.jpg; dashboard_05_96d232b9.jpg,SUCCESS,dashboards/TOYOTA/YARIS_7_2014
TOYOTA,YARIS HATCH,,M1-TPTYH, TOYOTA YARIS HATCH dashboard interior OEM,5,dashboard_01_0c616777.jpg; dashboard_02_d26f68b4.jpg; dashboard_03_a0b1dd5a.jpg; dashboard_04_8eb079bf.jpg; dashboard_05_70d84f3a.jpg,SUCCESS,dashboards/TOYOTA/YARIS_HATCH_
TOYOTA,YARIS SEDAN,,M1-TPTYS, TOYOTA YARIS SEDAN dashboard interior OEM,5,dashboard_01_0c616777.jpg; dashboard_02_d26f68b4.jpg; dashboard_03_e22d48ea.jpg; dashboard_04_160b2019.jpg; dashboard_05_3e9bcb24.jpg,SUCCESS,dashboards/TOYOTA/YARIS_SEDAN_
TOYOTA,YARIS T3 - (),2010,"FA-YARIS T3 (11-401); AS-YARIS/VITS T3 (11-401); YE-TO024 (11-401); FEA817 (11-401 9"")",2010 TOYOTA YARIS T3 - () dashboard interior OEM,5,dashboard_01_0c616777.jpg; dashboard_02_a5b79c87.jpg; dashboard_03_8a0bd63d.jpg; dashboard_04_18f97f17.jpg; dashboard_05_09c24ebd.jpg,SUCCESS,dashboards/TOYOTA/YARIS_T3_-_2010
TOYOTA,YARIS/VIOS,,AJ-TY-TK0626, TOYOTA YARIS/VIOS dashboard interior OEM,5,dashboard_01_57ad71d6.jpg; dashboard_02_a0b1dd5a.jpg; dashboard_03_70d84f3a.jpg; dashboard_04_66a5e3e7.jpg; dashboard_05_69893016.jpg,SUCCESS,dashboards/TOYOTA/YARISVIOS_
VW,CRAFTER +,,"FEA190 (11-795 9""); AJ-VW-TK1136 (11-795 9""); FEA954 (11-795 9"")", VW CRAFTER + dashboard interior OEM,5,dashboard_01_4ca82e6c.jpg; dashboard_02_d7a1a6e1.jpg; dashboard_03_0b21dace.jpg; dashboard_04_a84bb227.jpg; dashboard_05_f14df476.png,SUCCESS,dashboards/VW/CRAFTER_
VW,FITMENT KIT,2018,"ON668-FK1 (08-009 9"")",2018 VW FITMENT KIT dashboard interior OEM,5,dashboard_01_ffbef422.jpg; dashboard_02_4034b8e9.png; dashboard_03_f14df476.png; dashboard_04_b6954c18.jpg; dashboard_05_7bc7314d.jpg,SUCCESS,dashboards/VW/FITMENT_KIT_2018
VW,GOLF 4 POLO -2003,1999-2009,FA-VW POLO (PZ-28623) (11-101); PZ-28623 (11-101),1999 VW GOLF 4 POLO -2003 dashboard interior OEM,5,dashboard_01_a80c730d.jpg; dashboard_02_c0cade84.jpg; dashboard_03_df67d187.jpg; dashboard_04_c6cd2169.jpg; dashboard_05_afe65fad.jpg,SUCCESS,dashboards/VW/GOLF_4_POLO_-2003_1999-2009
VW,GOLF 5/6,,"AJ-VW-097 (08-009 9"")", VW GOLF 5/6 dashboard interior OEM,5,dashboard_01_3d428c74.jpg; dashboard_02_e6ad318f.jpg; dashboard_03_aab40670.jpg; dashboard_04_9c5c71e2.jpg; dashboard_05_268d43f8.jpg,SUCCESS,dashboards/VW/GOLF_56_
VW,GOLF 5/6,2014,"AS-GOLF5 D/D (08-008); FEA191 (08-009 9""); AJ-VW-057 (08-009 9"")",2014 VW GOLF 5/6 dashboard interior OEM,5,dashboard_01_fcdb9129.jpg; dashboard_02_6cb24ffe.jpg; dashboard_03_79cdadf2.png; dashboard_04_fdd560b2.jpg; dashboard_05_dbd8d3a3.jpg,SUCCESS,dashboards/VW/GOLF_56_2014
VW,GOLF 7,2017+,AJ-VW-TK2029; FEA2029,2017 VW GOLF 7 dashboard interior OEM,5,dashboard_01_1a137dd9.jpg; dashboard_02_9a678f07.jpg; dashboard_03_3adb8bb8.jpg; dashboard_04_eeb2d7f1.jpg; dashboard_05_807cc802.jpg,SUCCESS,dashboards/VW/GOLF_7_2017-present
VW,GOLF 9 FIT,,AJ-VW-TK0069A (22-540), VW GOLF 9 FIT dashboard interior OEM,5,dashboard_01_9dfacbdd.jpg; dashboard_02_fdf8f938.jpg; dashboard_03_8d462076.jpg; dashboard_04_72f8681e.jpg; dashboard_05_3d428c74.jpg,SUCCESS,dashboards/VW/GOLF_9_FIT_
VW,GOLF 9 FIT SS-AN-9200V,,FA-YE-VW025 (22-540 BLACK VW OEM); YE-VW025 (22-540 BLACK VW OEM), VW GOLF 9 FIT SS-AN-9200V dashboard interior OEM,5,dashboard_01_9dfacbdd.jpg; dashboard_02_c9bd7252.jpg; dashboard_03_3d428c74.jpg; dashboard_04_67b6c6c3.jpg; dashboard_05_c348d7e8.jpg,SUCCESS,dashboards/VW/GOLF_9_FIT_SS-AN-9200V_
VW,POLO,2011,FEA194; AJ-VW-TK1229; FEA229,2011 VW POLO dashboard interior OEM,5,dashboard_01_cda4fb58.jpg; dashboard_02_24f668e2.jpg; dashboard_03_6675f500.jpg; dashboard_04_026c551d.jpg; dashboard_05_bdca1ab3.jpg,SUCCESS,dashboards/VW/POLO_2011
VW,POLO 9,2010,FEA189; AJ-VW-TK2233,2010 VW POLO 9 dashboard interior OEM,5,dashboard_01_6675f500.jpg; dashboard_02_7bdc1452.jpg; dashboard_03_b41ef0b2.jpg; dashboard_04_38e455d4.jpg; dashboard_05_fad8e3bd.jpg,SUCCESS,dashboards/VW/POLO_9_2010
VW,POLO UP,2016,YE-VW068 (11-312); YE-VW018 (11-312),2016 VW POLO UP dashboard interior OEM,5,dashboard_01_86244cc5.jpg; dashboard_02_026c551d.jpg; dashboard_03_38e455d4.jpg; dashboard_04_b41ef0b2.jpg; dashboard_05_82f3de68.jpg,SUCCESS,dashboards/VW/POLO_UP_2016
VW,TIGUAN 2017,2017,FEA198 (22-092),2017 VW TIGUAN 2017 dashboard interior OEM,5,dashboard_01_08ad1855.jpg; dashboard_02_23589b84.jpg; dashboard_03_c4b43f93.jpg; dashboard_04_ad3637ba.jpg; dashboard_05_57c3960c.jpg,SUCCESS,dashboards/VW/TIGUAN_2017_2017
VW,TOURAG / T5 -2009,2002-2010,959009 (08-008),2002 VW TOURAG / T5 -2009 dashboard interior OEM,5,dashboard_01_c4489850.jpg; dashboard_02_9f22d880.jpg; dashboard_03_359a7255.jpg; dashboard_04_5ec1ca61.jpg; dashboard_05_d07e93ab.jpg,SUCCESS,dashboards/VW/TOURAG_T5_-2009_2002-2010
VW,TOURAG / T5 -2009,2004-2010,FA-VW TOURAG (08-008); FEA224 ((08-008),2004 VW TOURAG / T5 -2009 dashboard interior OEM,5,dashboard_01_359a7255.jpg; dashboard_02_c4489850.jpg; dashboard_03_d07e93ab.jpg; dashboard_04_9f22d880.jpg; dashboard_05_383df239.jpg,SUCCESS,dashboards/VW/TOURAG_T5_-2009_2004-2010
